0.020777471,0.089733793,0.244375747,0.144143926,0.299555993,0.494343754,0
0.02118954,0.093176552,0.27419092,0.145566274,0.305248344,0.523632428,0
0.031394138,0.091788966,0.341929195,0.17718391,0.302966938,0.584747121,0
0.039616207,0.098239195,0.363582644,0.199038205,0.313431325,0.602978145,0
0.042264828,0.100411034,0.372625747,0.205584113,0.316877002,0.610430788,0
0.042486092,0.080087816,0.32885931,0.206121547,0.282997908,0.573462562,0
0.039827126,0.095261609,0.279992644,0.199567348,0.308644795,0.529143311,0
0.036393678,0.098803333,0.26710069,0.190771272,0.314329975,0.51681785,0
0.030924138,0.119273103,0.266699885,0.175852603,0.345359383,0.516429942,0
0.017365517,0.102283333,0.433017126,0.131778288,0.319817656,0.658040368,0
0.014492989,0.087777126,0.497944368,0.120386829,0.296272048,0.705651733,0
0.01722023,0.103330575,0.451712759,0.131225874,0.321450735,0.672095796,0
0.02482069,0.114337471,0.458602299,0.157545834,0.338138243,0.677201815,0
0.023639195,0.123200575,0.476181724,0.153750432,0.350999394,0.690059218,0
0.026011034,0.096729195,0.455996437,0.161279368,0.311013176,0.675275082,0
0.033694368,0.100796437,0.247098966,0.183560257,0.317484546,0.4970905,0
0.036177126,0.106362759,0.189317241,0.190202856,0.326133038,0.435106012,0
0.032330575,0.090328276,0.21567,0.179807049,0.300546628,0.464402842,0
0.026503448,0.056468506,0.196906782,0.162798797,0.237631029,0.443741796,0
0.172708161,0.267074023,0.349846437,0.415581714,0.51679205,0.591478179,0
0.173770575,0.267471724,0.370653333,0.416857979,0.517176686,0.608813053,0
0.169940345,0.271701264,0.506465402,0.412238214,0.521249714,0.711663827,0
0.182621724,0.275097126,0.526554483,0.427342631,0.524497022,0.725640739,0
0.188043793,0.274267126,0.461451034,0.433640165,0.52370519,0.679301873,0
0.192954023,0.273740345,0.454436897,0.439265322,0.523202011,0.674119349,0
0.049722414,0.071763678,0.315731609,0.222985232,0.267887436,0.561899999,0
0.05489023,0.071468506,0.290234023,0.23428664,0.267335942,0.538733722,0
0.045225747,0.077176552,0.163417931,0.21266346,0.27780668,0.404249837,0
0.038316782,0.067332069,0.156123678,0.195746728,0.259484236,0.395124889,0
0.032418851,0.094958161,0.137024828,0.180052355,0.308152821,0.370168647,0
0.027929195,0.093577126,0.130984368,0.167120302,0.305903786,0.361917626,0
0.047032759,0.110378851,0.21142069,0.216870373,0.332233127,0.459805056,0
0.048686092,0.128667126,0.198400575,0.220649251,0.358702002,0.445421794,0
0.053748966,0.118786207,0.271579885,0.231838231,0.344653749,0.52113327,0
0.05149023,0.119333793,0.258901264,0.226914587,0.345447236,0.508823412,0
0.051351264,0.112118276,0.286147241,0.226608174,0.334840672,0.534927323,0
0.053835057,0.129634023,0.366417126,0.23202383,0.360047251,0.605323985,0
0.026486897,0.105428621,0.291344368,0.162747954,0.324697737,0.539763252,0
0.035308161,0.123168276,0.316065402,0.187904659,0.350953381,0.562196943,0
0.043156782,0.125968851,0.217784023,0.207742104,0.354920907,0.466673358,0
0.054336092,0.144579885,0.288796437,0.233101034,0.380236617,0.537397838,0
0.069273678,0.126391264,0.424821264,0.263198933,0.355515491,0.651783142,0
0.067282759,0.127201034,0.423756897,0.259389203,0.35665254,0.650966126,0
0.057110345,0.124308506,0.461074023,0.238977708,0.352574114,0.679024317,0
0.045905862,0.112039195,0.50539092,0.214256533,0.334722565,0.710908517,0
0.039821724,0.109835057,0.462161379,0.199553813,0.331413726,0.679824521,0
0.029579885,0.087486092,0.518966092,0.171988038,0.295780479,0.720393012,0
0.020450575,0.109474023,0.496158161,0.143005506,0.330868589,0.704384952,0
0.026167931,0.101548161,0.570537471,0.161765049,0.318666222,0.755339309,0
0.035006437,0.098168276,0.577966552,0.187100072,0.31331817,0.760241114,0
0.047218506,0.089931034,0.611435057,0.217298195,0.299885035,0.781943129,0
0.050058506,0.092135747,0.608448276,0.223737582,0.303538708,0.780030945,0
0.05039092,0.085437241,0.481101264,0.224479219,0.292296496,0.693614637,0
0.047138506,0.079975172,0.552255747,0.217114039,0.28279882,0.743139117,0
